StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q62,Q10,Q9,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q24,Q24_3_TEXT,Q26,Q26_3_TEXT,Q28,Q28_3_TEXT,Q30,Q30_3_TEXT,Q28,Q28_3_TEXT,Q29,Q29_3_TEXT,Q30,Q30_3_TEXT,Q31,Q31_3_TEXT,Q32,Q32_3_TEXT,Q33,Q33_3_TEXT,Q34,Q34_3_TEXT,Q35,Q35_3_TEXT,Q36,Q36_3_TEXT,Q37,Q37_3_TEXT,Q38,Q38_3_TEXT,Q39,Q39_3_TEXT,Q40,Q40_3_TEXT,Q41,Q41_3_TEXT,Q42,Q42_3_TEXT,Q43,Q43_3_TEXT,Q44,Q44_3_TEXT,Q45,Q45_3_TEXT,Q46,Q46_3_TEXT,Q47,Q47_3_TEXT,Q48,Q48_3_TEXT,Q49,Q49_3_TEXT,Q50,Q50_3_TEXT,Q51,Q51_3_TEXT,Q52,Q52_3_TEXT,Q53,Q53_3_TEXT,Q54,Q54_3_TEXT,Q55,Q55_3_TEXT,Q56,Q56_3_TEXT,Q57,Q57_3_TEXT,Q58,Q58_3_TEXT,Q59,Q59_3_TEXT,Q60,Q60_3_TEXT
2020-08-18 14:46:01,2020-08-18 14:52:14,IP Address,204.14.37.34,100,373,True,2020-08-18 14:52:15,R_2S2dDC634ijdNgs,,,,,42.05499267578125,-87.695098876953125,anonymous,EN,rpx5282,Undergrad Major,Junior,2,0,1,0,0,1,1,5,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,4,Don't Want to Enroll,,Want to Enroll,1,Already Taken,,Want to Enroll,3,Want to Enroll,2,Already Taken,,Don't Want to Enroll,,Want to Enroll,5,Don't Want to Enroll,,Want to Enroll,3,Already Taken,,Don't Want to Enroll,,Want to Enroll,2,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,3,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 15:01:56,2020-08-18 15:04:25,IP Address,72.21.196.64,100,148,True,2020-08-18 15:04:25,R_2BgJyy3fW2I53Av,,,,,39.048095703125,-77.47280120849609375,anonymous,EN,jcl4670,Undergrad Major,Junior,3,,1,,,1,2,5,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,10,Don't Want to Enroll,,Want to Enroll,100,Want to Enroll,20,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 15:07:09,2020-08-18 15:09:20,IP Address,69.243.145.185,100,130,True,2020-08-18 15:09:20,R_3MapfPMbXrtWUWJ,,,,,42.05499267578125,-87.695098876953125,anonymous,EN,3101186,Undergrad Major,Junior,3,1,0,0,0,0,1,4,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Want to Enroll,Really want to take this fall but class filled up,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 15:13:56,2020-08-18 15:17:08,IP Address,67.162.118.161,100,192,True,2020-08-18 15:17:08,R_24MCPIcOa3eiwKU,,,,,42.2283935546875,-87.972198486328125,anonymous,EN,Rar0632,Undergrad Major,Junior,3,0,1,1,0,1,1,6,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Want to Enroll,1,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Want to Enroll,1,Don't Want to Enroll,,Already Taken,,Want to Enroll,1,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 15:16:59,2020-08-18 15:19:07,IP Address,5.203.167.128,100,128,True,2020-08-18 15:19:07,R_d5qgRgaP7N7DK5H,,,,,37.9842071533203125,23.7353057861328125,anonymous,EN,eam0164,Undergrad Major,Junior,3,2,2,2,1,2,2,2,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 15:13:25,2020-08-18 15:20:04,IP Address,24.98.53.69,100,399,True,2020-08-18 15:20:05,R_1OqzhtPUvLRBvs8,,,,,33.8842010498046875,-84.3760986328125,anonymous,EN,emt2060,Undergrad Minor,Junior,1,1,1,0,0,1,0,0,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Want to Enroll,2,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,10,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,8,Want to Enroll,7,Don't Want to Enroll,,Already Taken,,Want to Enroll,9,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,6,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 15:20:01,2020-08-18 15:22:24,IP Address,107.77.193.100,100,142,True,2020-08-18 15:22:24,R_25KHNETx4LxVnEu,,,,,41.0980072021484375,-81.6421966552734375,anonymous,EN,mlp7356,Undergrad Major,Junior,4,1,1,0,0,1,2,5,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Want to Enroll,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 15:01:18,2020-08-18 15:23:20,IP Address,73.45.152.128,100,1321,True,2020-08-18 15:23:20,R_2dhxD6Znez7UWuy,,,,,42.2299041748046875,-87.84259796142578125,anonymous,EN,jrz2543,Undergrad Minor,Senior,1,1,1,0,1,1,0,0,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Want to Enroll,100,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,25,Don't Want to Enroll,,Already Taken,,Want to Enroll,30,Don't Want to Enroll,,Want to Enroll,50,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 15:39:08,2020-08-18 15:42:28,IP Address,73.8.3.154,100,199,True,2020-08-18 15:42:28,R_vV6vFCLeC236HLz,,,,,41.9409027099609375,-87.6531982421875,anonymous,EN,Jda2613,Undergrad Major,Senior,1,0,0,0,0,0,0,1,Already Taken,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Want to Enroll,1,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 15:43:07,2020-08-18 15:45:17,IP Address,24.184.229.241,100,129,True,2020-08-18 15:45:17,R_vNUi6LuvI7Zl0M9,,,,,41.037994384765625,-73.5811004638671875,anonymous,EN,mpr8079,Undergrad Major,Junior,2,1,1,0,0,0,2,6,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 15:43:59,2020-08-18 15:45:58,IP Address,24.147.161.182,100,119,True,2020-08-18 15:45:58,R_1PTaZkIM5B9BeY8,,,,,42.6508026123046875,-71.16069793701171875,anonymous,EN,ajc4628,Undergrad Major,Senior,5,0,0,0,0,0,1,4,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Want to Enroll,,Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 15:45:06,2020-08-18 15:49:19,IP Address,107.77.209.167,100,253,True,2020-08-18 15:49:20,R_2uCBaoGGm3pJEyv,,,,,41.88250732421875,-87.71849822998046875,anonymous,EN,jdi4901,Undergrad Major,Sophomore,1,1,1,1,1,1,2,6,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Want to Enroll,1,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 15:53:37,2020-08-18 15:56:27,IP Address,208.59.166.15,100,170,True,2020-08-18 15:56:28,R_1QmGvPHAilAfgDz,,,,,41.970306396484375,-87.66400146484375,anonymous,EN,sdc2637,Undergrad Major,Senior,1,0,1,0,0,0,1,3,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Want to Enroll,100,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 16:02:12,2020-08-18 16:05:02,IP Address,68.99.192.54,100,170,True,2020-08-18 16:05:02,R_2XaFUjPNfY5nsH1,,,,,33.6013031005859375,-111.8867034912109375,anonymous,EN,bms4760,Undergrad Major,Junior,3,1,1,0,0,1,1,6,Already Taken,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,4,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,3,Don't Want to Enroll,,Want to Enroll,1,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,3,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 16:11:11,2020-08-18 16:13:15,IP Address,24.15.79.118,100,124,True,2020-08-18 16:13:16,R_u9AiPXJmiznP8ul,,,,,42.175994873046875,-87.80899810791015625,anonymous,EN,,Undergrad Major,Senior,2,1,0,0,0,0,0,3,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 16:28:01,2020-08-18 16:31:58,IP Address,24.12.190.143,100,237,True,2020-08-18 16:31:58,R_2Cgp6cShcWnUL7n,,,,,42.05499267578125,-87.695098876953125,anonymous,EN,mry2745,Undergrad Major,Junior,3,0,1,0,0,1,2,6,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Want to Enroll,,Don't Want to Enroll,,Already Taken,,Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Already Taken,,Already Taken,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 16:44:49,2020-08-18 16:48:26,IP Address,204.14.37.34,100,217,True,2020-08-18 16:48:26,R_1jOFw1CPcF4bpzl,,,,,42.05499267578125,-87.695098876953125,anonymous,EN,nkv7773,Undergrad Major,Senior,3,0,0,0,0,0,2,2,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,100,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,100,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 16:57:45,2020-08-18 17:00:55,IP Address,73.72.240.252,100,189,True,2020-08-18 17:00:55,R_3rHX2lt4qPLooRN,,,,,41.5093994140625,-87.824798583984375,anonymous,EN,klf2145,Undergrad Minor,Senior,2,1,1,0,1,1,0,0,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,1,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,0,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Want to Enroll,1,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 17:02:30,2020-08-18 17:08:53,IP Address,73.69.130.239,100,382,True,2020-08-18 17:08:53,R_xAf6wWUFr3vEsTv,,,,,41.272705078125,-70.09709930419921875,anonymous,EN,jmj3387,Undergrad Major,Senior,2,0,0,0,0,0,2,1,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Want to Enroll,100,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,50,Want to Enroll,150,Don't Want to Enroll,,Want to Enroll,200,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 17:31:16,2020-08-18 17:37:55,IP Address,96.252.1.88,100,399,True,2020-08-18 17:37:56,R_ZgaksTsl5nLv26t,,,,,42.2938995361328125,-71.5319976806640625,anonymous,EN,Ajr5201,Undergrad Major,Senior,2,0,0,0,0,0,1,5,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Want to Enroll,2,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Want to Enroll,2,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,1,Want to Enroll,4,Don't Want to Enroll,,Want to Enroll,2,Want to Enroll,3,Want to Enroll,4,Want to Enroll,3,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 19:28:26,2020-08-18 19:35:59,IP Address,50.4.232.16,100,453,True,2020-08-18 19:36:00,R_3lSMQ4knZTXHCnQ,,,,,41.7322998046875,-88.12819671630859375,anonymous,EN,gxl3370,Undergrad Major,Sophomore,1,1,1,1,1,1,2,6,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,2,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,1,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 20:20:31,2020-08-18 20:23:17,IP Address,98.226.138.115,100,165,True,2020-08-18 20:23:17,R_ZKwIFgmntCrQgtr,,,,,42.031097412109375,-87.68579864501953125,anonymous,EN,zzb0639,Undergrad Major,Senior,3,,,,,,2,3,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Want to Enroll,,Already Taken,,Don't Want to Enroll,,Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 20:19:36,2020-08-18 20:24:01,IP Address,107.77.206.139,100,264,True,2020-08-18 20:24:01,R_2f3b7Us3mCcKEhL,,,,,41.8883056640625,-87.76129913330078125,anonymous,EN,lkg1219,Undergrad Major,Senior,3,1,0,0,0,0,1,4,Already Taken,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,2,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Don't Want to Enroll,,Want to Enroll,1,Don't Want to Enroll,,Want to Enroll,1,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,1,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
2020-08-18 21:03:53,2020-08-18 21:06:36,IP Address,73.8.145.195,100,162,True,2020-08-18 21:06:36,R_2PjsQjf1mpQ5BKw,,,,,41.902496337890625,-87.67259979248046875,anonymous,EN,zsb8774,Undergrad Major,Junior,3,0,1,0,0,1,2,6,Don't Want to Enroll,,Already Taken,,Don't Want to Enroll,,Already Taken,,Already Taken,,Already Taken,,Already Taken,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,100,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,100,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Want to Enroll,50,Don't Want to Enroll,,Want to Enroll,75,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,,Don't Want to Enroll,
